prlName,ptlMessageDocumentNo,ptlMessage,ptlMessageRegisteredDate,ptlMessageKindDesc,ptlMessageDateUpdated,prlNpdidLicence,dateSyncNPD
029,783,Utvinningstillatelse 029 overført til nytt Petroleumsregister med endringer iht. ILGI-basen.,1997-07-24,Ny tillatelse,9999-12-31,21020,2013-05-08
029 B,1776,Tillatelsen innført i Petroleumsregisteret.,2002-03-22,Ny tillatelse,9999-12-31,1626782,2013-05-08
029 B,2231,Esso Exploration and Production Norway  AS har overdratt en 50% andel i tillatelsen til Statoil ASA.,2004-01-06,Endring i tillatelse,9999-12-31,1626782,2013-05-08
029 B,2594,Esso Exploration and Production Norway A/S har endret navn til ExxonMobil Exploration and Production Norway AS,2005-04-27,Andre meldinger,9999-12-31,1626782,2013-05-08
029 B,3104,Statoil ASA har endret navn til StatoilHydro ASA med virkning fra 01.10.2007,2007-10-06,Andre meldinger,9999-12-31,1626782,2013-05-08
029 B,4235,StatoilHydro ASA har overdratt sin 50 % deltakerandel i tillatelsen til StatoilHydro Petroleum AS med virkning fra 1.1.2009.,2009-02-26,Endring i tillatelse,9999-12-31,1626782,2013-05-08
029 B,4383,ExxonMobil Exploration and Production Norway AS overdrar en 20% deltakerandel i tillatelsen til Det norske oljeselskap ASA med virkning fra 1.4.2009.,2009-04-22,Endring i tillatelse,9999-12-31,1626782,2013-05-08
029 B,4810,StatoilHydro Petroleum AS har endret navn til Statoil Petroleum AS med virkning fra 2.11.2009.,2009-11-12,Andre meldinger,9999-12-31,1626782,2013-05-08
029 B,4928,Aker Exploration ASA har fusjonert med Det norske oljeselskap ASA med virkning fra 22.12.2009.,2009-12-23,Andre meldinger,9999-12-31,1626782,2013-05-08
029 B,4982,De fusjonerte selskapene Aker Exploration ASA og Det norske oljeselskap ASA har fra 22.12.2009 navnet Det norske oljeselskap ASA.,2009-12-23,Andre meldinger,9999-12-31,1626782,2013-05-08
029 B,5204,"Det norske oljeselskap ASA pantsetter sin 20 % deltakerandel i utvinningstillatelsen til fordel for DnB Nor Bank ASA. Første prioritet panteobligasjon stor NOK 4,500,000,000, skriver norske kroner firemilliarderfemhundre millioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 4.1.2010 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2010-03-05,Heftelse,9999-12-31,1626782,2013-05-08
029 B,5999,Pantobligasjon pålydende NOK 4 500 000 000 skriver norske kroner firemilliarderfemhundremillioner  00/100 datert 5.3.2010 (dok. nr. 5204) hvor Det norske oljeselskap ASA pantsetter sin 20 % deltakerandel i utvinningstillatelsen til DnB NOR Bank ASA er slettet. Samtykke fra panthaver foreligger i brev datert 21.11.2011.,2011-11-22,Sletting av heftelse,9999-12-31,1626782,2013-05-08
029 B,6442,"Det norske oljeselskap ASA pantsetter sin 20 % deltakerandel i utvinningstillatelsen til fordel for DNB  Bank ASA. Første prioritet panteobligasjon stor USD 750,000,000, skriver US dollar syvhundreogfemtimillioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 20.4.2012 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2012-05-10,Heftelse,9999-12-31,1626782,2013-05-08
029 B,6686,ExxonMobil Exploration and Production Norway AS overdrar sin 30 % deltakerandel i utvinningstillatelsen til Total E&P Norge AS med virkning fra 1.1.2012.,2012-12-03,Endring i tillatelse,9999-12-31,1626782,2013-05-08
029 C,6661,Tillatelsen innført i petroleumsregisteret.,2012-11-02,Ny tillatelse,9999-12-31,22493034,2013-05-08
029 C,6687,ExxonMobil Exploration and Production Norway AS overdrar sin 100 % deltakerandel i utvinningstillatelsen til Total E&P Norge AS med virkning fra 3.12.2012.,2012-12-03,Endring i tillatelse,9999-12-31,22493034,2013-05-08
033,1627,Enterprise Oil Norwegian AS har endret navn til Enterprise Oil Norge AS.,2002-01-17,Andre meldinger,9999-12-31,21052,2013-05-08
033,1704,Elf Petroleum Norge AS har endret navn til TotalFinaElf Exploration Norge AS.,2002-01-21,Andre meldinger,9999-12-31,21052,2013-05-08
033,1753,BP Petroleum Development of Norway AS og  Amoco Norway AS og Amoco Norway Oil Company har fusjonert til BP Amoco Norge AS.BP Amoco Norge AS har senere endret navn til BP Norge AS.,2002-03-21,Endring i tillatelse,2013-05-08,21052,2013-05-08
033,1973,TotalFinaElf Exploration Norge AS har endret navn til Total E&P Norge AS.,2003-06-18,Andre meldinger,9999-12-31,21052,2013-05-08
033,2069,Enterprise Oil Norwegian AS har endret navn til Enterprise Oil Norge AS.,2003-08-20,Andre meldinger,9999-12-31,21052,2013-05-08
033,2852,Amarada Hess Norge AS har endret navn til Hess Norge AS.,2006-07-14,Andre meldinger,9999-12-31,21052,2013-05-08
033,5499,"Total E&P Norge AS overdrar en 12,5 % deltakerandel i utvinningstillatelsen til BP Norge AS med virkning fra 1.1.2010.",2010-09-07,Endring i tillatelse,9999-12-31,21052,2013-05-08
033,5500,"Total E&P Norge AS overdrar sin 12,5 % deltakerandel i utvinningstillatelsen til Hess Norge AS med virkning fra 1.1.2010.",2010-09-07,Endring i tillatelse,9999-12-31,21052,2013-05-08
033,5514,"Enterprise Oil Norge AS overdrar en 21,260794 % deltakerandel i utvinningstillatelsen til Hess International Holdings Corporation med virkning fra 1. januar 2010.",2010-10-01,Endring i tillatelse,9999-12-31,21052,2013-05-08
033,5515,"Hess International Holdings Corporation overdrar sin 21,260794 % deltakerandel i utvinningstillatelsen til Hess Norge AS med virkning fra 1. januar 2010.",2010-10-01,Endring i tillatelse,9999-12-31,21052,2013-05-08
033,5516,"Enterprise Oil Norge AS overdrar sin 3,739206 % deltakerandel i utvinningstillatelsen til Hess Holdings UK Limited med virkning fra 1. januar 2010.",2010-10-01,Endring i tillatelse,9999-12-31,21052,2013-05-08
033,5517,"Hess Holdings UK Limited overdrar sin 3,739206 % deltakerandel i utvinningstillatelsen til Hess Norge AS med virkning fra 1.januar 2010.",2010-10-01,Endring i tillatelse,9999-12-31,21052,2013-05-08
033,786,Utvinningstillatelse 033 overført til nytt Petroleumsregister med endringer iht. ILGI-basen.,1997-07-24,Ny tillatelse,9999-12-31,21052,2013-05-08
033 B,1248,Tillatelsen innført i Petroleumsregisteret.,2001-05-22,Ny tillatelse,9999-12-31,1622353,2013-05-08
033 B,1628,Enterprise Oil Norwegian AS har endret navn til Enterprise Oil Norge AS.,2002-01-17,Andre meldinger,9999-12-31,1622353,2013-05-08
033 B,1705,Elf Petroleum Norge AS har endret navn til TotalFinaElf Exploration Norge AS.,2002-01-21,Andre meldinger,9999-12-31,1622353,2013-05-08
033 B,1775,BP Amoco Norge AS har endret navn til BP Norge AS.,2002-03-21,Andre meldinger,9999-12-31,1622353,2013-05-08
033 B,1974,TotalFinaElf Exploration Norge AS har endret navn til Total E&P Norge AS.,2003-06-18,Andre meldinger,9999-12-31,1622353,2013-05-08
033 B,2070,Enterprise Oil Norwegian AS har endret navn til Enterprise Oil Norge AS.,2003-08-20,Andre meldinger,9999-12-31,1622353,2013-05-08
033 B,2853,Amarada Hess Norge AS har endret navn til Hess Norge AS.,2006-07-14,Andre meldinger,9999-12-31,1622353,2013-05-08
033 B,5497,"Total E&P Norge AS overdrar en 12,5 % deltakerandel i utvinningstillatelsen til BP Norge AS med virkning fra 1.1.2010.",2010-09-07,Endring i tillatelse,9999-12-31,1622353,2013-05-08
033 B,5498,"Total E&P Norge AS overdrar sin 12,5 % deltakerandel i utvinningstillatelsen til Hess Norge AS med virkning fra 1.1.2010.",2010-09-07,Endring i tillatelse,9999-12-31,1622353,2013-05-08
033 B,5510,"Enterprise Oil Norge AS overdrar en 21,260794 % deltakerandel i utvinningstillatelsen til Hess International Holdings Corporation med virkning fra 1. januar 2010.",2010-10-01,Endring i tillatelse,9999-12-31,1622353,2013-05-08
033 B,5511,"Hess International Holdings Corporation overdrar sin 21,260794 % deltakerandel i utvinningstillatelsen til Hess Norge AS med virkning fra 1. januar 2010.",2010-10-01,Endring i tillatelse,9999-12-31,1622353,2013-05-08
033 B,5512,"Enterprise Oil Norge AS overdrar sin 3,739206 % deltakerandel i utvinningstillatelsen til Hess Holdings UK Limited med virkning fra 1. januar 2010.",2010-10-01,Endring i tillatelse,9999-12-31,1622353,2013-05-08
033 B,5513,"Hess Holdings UK Limited overdrar sin 3,739206 % deltakerandel i utvinningstillatelsen til Hess Norge AS med virkning fra 1.januar 2010.",2010-10-01,Endring i tillatelse,9999-12-31,1622353,2013-05-08
034,1257,Den norske stats oljeselskap a.s har endret navn til Statoil ASA.,2001-05-29,Andre meldinger,9999-12-31,21060,2013-05-08
034,1588,Dagboknummer 1257 er feilført.,2001-06-18,Andre meldinger,9999-12-31,21060,2013-05-08
034,1662,Total Norge AS er innfusjonert i TotalFinaElf Exploration Norge AS.,2002-01-17,Endring i tillatelse,9999-12-31,21060,2013-05-08
034,1872,A/S Norske Shell har overdratt en 10% andel i tillatelsen til Total Norge AS.,2002-10-15,Endring i tillatelse,9999-12-31,21060,2013-05-08
034,1873,A/S Norske Shell har overdratt en 10% andel i tillatelsen til Elf Petroleum Norge AS.,2002-10-15,Endring i tillatelse,9999-12-31,21060,2013-05-08
034,1874,Elf Petroleum Norge AS har endret navn til TotalFinaElf Exploration Norge AS.,2002-10-15,Andre meldinger,9999-12-31,21060,2013-05-08
034,1875,A/S Norske Shell har overdratt en 30% andel i tillatelsen til Norsk Hydro Produksjon AS.,2002-10-15,Endring i tillatelse,9999-12-31,21060,2013-05-08
034,1876,A/S Norske Shell har overdratt en 50% andel i tillatelsen til Den norske stats oljeselskap a.s.,2002-10-15,Endring i tillatelse,9999-12-31,21060,2013-05-08
034,1877,Den norske stats oljeselskap a.s har endret navn til Statoil ASA.,2002-10-15,Andre meldinger,9999-12-31,21060,2013-05-08
034,1879,SDØE overført til Petoro AS.,2002-10-17,Endring i tillatelse,9999-12-31,21060,2013-05-08
034,1880,Petoro AS har overdratt en 10% andel i tillatelsen til Norsk Hydro Produksjon AS.,2002-10-17,Endring i tillatelse,9999-12-31,21060,2013-05-08
034,1975,TotalFinaElf Exploration Norge AS har endret navn til Total E&P Norge AS.,2003-06-18,Andre meldinger,9999-12-31,21060,2013-05-08
034,2509,Total E&P Norge AS har overdratt en 10% andel i tillatelsen til Statoil ASA.,2004-12-06,Endring i tillatelse,9999-12-31,21060,2013-05-08
034,3105,Statoil ASA har endret navn til StatoilHydro ASA med virkning fra 01.10.2007,2007-10-06,Andre meldinger,9999-12-31,21060,2013-05-08
034,3127,Norsk Hydro Produksjon AS har overført alle eiendeler (herunder alle selskapets andeler i utvinningstillatelser) til det nystiftede selskapet Norsk Hydro Petroleum AS med virkning fra 21.04.2007.,2007-10-17,Andre meldinger,9999-12-31,21060,2013-05-08
034,3270,Norsk Hydro Petroleum AS har endret navn til StatoilHydro Petroleum AS med virkning fra 01.10.2007.,2007-11-06,Andre meldinger,9999-12-31,21060,2013-05-08
034,4132,StatoilHydro ASA har overdratt sin 10% deltakerandel i tillatelsen til StatoilHydro Petroleum AS med virkning fra 1.1.2009,2009-02-17,Endring i tillatelse,9999-12-31,21060,2013-05-08
034,4623,StatoilHydro Petroleum AS har endret navn til Statoil Petroleum AS med virkning fra 2.11.2009.,2009-11-04,Andre meldinger,9999-12-31,21060,2013-05-08
034,787,Utvinningstillatelse 034 overført til nytt Petroleumsregister med endringer iht. ILGI-basen.,1997-07-24,Ny tillatelse,9999-12-31,21060,2013-05-08
035,1629,Enterprise Oil Norwegian AS har endret navn til Enterprise Oil Norge AS.,2002-01-17,Andre meldinger,9999-12-31,21068,2013-05-08
035,1845,A/S Norske Shell har overdratt sin 100% andel i tillatelsen til Norsak Hydro Produksjon AS.,2002-08-12,Endring i tillatelse,9999-12-31,21068,2013-05-08
035,1858,Norsk Hydro Produksjon AS har overdratt en 50% andel i tillatelsen til Enterprise Oil Norwegian AS.,2002-09-18,Endring i tillatelse,9999-12-31,21068,2013-05-08
035,1882,På grunn av sen innmelding av overdragelser er navne-endring for Enterprise Oil Norwegian AS registrert før overdragelsen til selskapet.,2002-10-17,Andre meldinger,9999-12-31,21068,2013-05-08
035,2379,Enterprise Oil Norge AS har overdratt en 25% andel i tillatelsen til Det Norske Oljeselskap AS.,2004-04-21,Endring i tillatelse,9999-12-31,21068,2013-05-08
035,2380,Enterprise Oil Norge AS har overdratt sin 25% andel i tillatelsen til Svenska Petroleum Exploration A/S,2004-04-21,Endring i tillatelse,9999-12-31,21068,2013-05-08
035,3041,Det Norske Oljeselskap AS har endret navn til Det Norske Oljeselskap ASA.,2007-07-03,Andre meldinger,9999-12-31,21068,2013-05-08
035,3128,Norsk Hydro Produksjon AS har overført alle eiendeler (herunder alle selskapets andeler i utvinningstillatelser) til det nystiftede selskapet Norsk Hydro Petroleum AS med virkning fra 21.04.2007.,2007-10-17,Andre meldinger,9999-12-31,21068,2013-05-08
035,3397,Norsk Hydro Petroleum AS har endret navn til StatoilHydro Petroleum AS med virkning fra 01.10.2007.,2007-11-21,Andre meldinger,9999-12-31,21068,2013-05-08
035,3598,Det Norske Oljeselskap ASA har endret navn til Noil Energy ASA med virkning fra 16.11.2007,2008-01-13,Andre meldinger,9999-12-31,21068,2013-05-08
035,3831,Olje- og energidepartement har i brev den 21.02.2007 godkjent forlengelsen av tillatelsen til 14.11.2015.,2008-05-22,Andre meldinger,9999-12-31,21068,2013-05-08
035,3872,"Olje- og energidepartemet har i brev av 01.07.2008 gitt samtykke etter petroleumsloven § 10-12 til gjennomføring av fusjonsplanen. Finansdepartement har i brev av 24.06.2008 gitt sitt samtykke. NOIL Energy ASA er innfusjonert i Det norske oljeselskap ASA fra 21.05.2008. Fusjonen gjennomføres på følgende måte: NOIL Energy ASA overfører vederlagsfritt alle sine eiendeler, rettigheter og forpliktelser til Det norske oljeselskap ASA i tillatelsen.",2008-07-08,Endring i tillatelse,9999-12-31,21068,2013-05-08
035,4624,StatoilHydro Petroleum AS har endret navn til Statoil Petroleum AS med virkning fra 2.11.2009.,2009-11-04,Andre meldinger,9999-12-31,21068,2013-05-08
035,4929,Aker Exploration ASA har fusjonert med Det norske oljeselskap ASA med virkning fra 22.12.2009.,2009-12-23,Andre meldinger,9999-12-31,21068,2013-05-08
035,4983,De fusjonerte selskapene Aker Exploration ASA og Det norske oljeselskap ASA har fra 22.12.2009 navnet Det norske oljeselskap ASA.,2009-12-23,Andre meldinger,9999-12-31,21068,2013-05-08
035,5160,"Svenska Petroleum Exploration AS pantsetter sin 25 % deltakerandel i utvinningstillatelsen til fordel for DnB Nor Bank ASA. Første prioritet panteobligasjon stor NOK 300 000 000 pluss 10 %, skriver norske kroner tre hundre millioner pluss ti prosent 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 9.10.2009 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2010-02-19,Heftelse,9999-12-31,21068,2013-05-08
035,5205,"Det norske oljeselskap ASA pantsetter sin 25 % deltakerandel i utvinningstillatelsen til fordel for DnB Nor Bank ASA. Første prioritet panteobligasjon stor NOK 4,500,000,000, skriver norske kroner firemilliarderfemhundre millioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 4.1.2010 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2010-03-05,Heftelse,9999-12-31,21068,2013-05-08
035,6000,Pantobligasjon pålydende NOK 4 500 000 000 skriver norske kroner firemilliarderfemhundremillioner  00/100 datert 5.3.2010 (dok. nr. 5205) hvor Det norske oljeselskap ASA pantsetter sin 25 % deltakerandel i utvinningstillatelsen til DnB NOR Bank ASA er slettet. Samtykke fra panthaver foreligger i brev datert 21.11.2011.,2011-11-22,Sletting av heftelse,9999-12-31,21068,2013-05-08
035,6448,"Det norske oljeselskap ASA pantsetter sin 25 % deltakerandel i utvinningstillatelsen til fordel for DNB  Bank ASA. Første prioritet panteobligasjon stor USD 750,000,000, skriver US dollar syvhundreogfemtimillioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 20.4.2012 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2012-05-10,Heftelse,9999-12-31,21068,2013-05-08
035,788,Utvinningstillatelse 035 overført til nytt Petroleumsregister med endringer iht. ILGI-basen.,1997-07-24,Ny tillatelse,9999-12-31,21068,2013-05-08
035 B,3994,Ny tillatelse innført i petroleumsregisteret.,2008-12-18,Ny tillatelse,9999-12-31,5105684,2013-05-08
035 B,3995,Det norske oljeselskap ASA overdrar en 10% andel til Dana Petroleum Norway AS med virkning fra 26.11.2008.,2008-12-18,Endring i tillatelse,9999-12-31,5105684,2013-05-08
035 B,4625,StatoilHydro Petroleum AS har endret navn til Statoil Petroleum AS med virkning fra 2.11.2009.,2009-11-04,Andre meldinger,9999-12-31,5105684,2013-05-08
035 B,4930,Aker Exploration ASA har fusjonert med Det norske oljeselskap ASA med virkning fra 22.12.2009.,2009-12-23,Andre meldinger,9999-12-31,5105684,2013-05-08
035 B,4984,De fusjonerte selskapene Aker Exploration ASA og Det norske oljeselskap ASA har fra 22.12.2009 navnet Det norske oljeselskap ASA.,2009-12-23,Andre meldinger,9999-12-31,5105684,2013-05-08
035 B,5159,"Svenska Petroleum Exploration AS pantsetter sin 25 % deltakerandel i utvinningstillatelsen til fordel for DnB Nor Bank ASA. Første prioritet panteobligasjon stor NOK 300 000 000 pluss 10 %, skriver norske kroner tre hundre millioner pluss ti prosent 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 9.10.2009 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2010-02-19,Heftelse,9999-12-31,5105684,2013-05-08
035 B,5206,"Det norske oljeselskap ASA pantsetter sin 15 % deltakerandel i utvinningstillatelsen til fordel for DnB Nor Bank ASA. Første prioritet panteobligasjon stor NOK 4,500,000,000, skriver norske kroner firemilliarderfemhundre millioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 4.1.2010 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2010-03-05,Heftelse,9999-12-31,5105684,2013-05-08
035 B,6001,Pantobligasjon pålydende NOK 4 500 000 000 skriver norske kroner firemilliarderfemhundremillioner  00/100 datert 5.3.2010 (dok. nr. 5206) hvor Det norske oljeselskap ASA pantsetter sin 15 % deltakerandel i utvinningstillatelsen til DnB NOR Bank ASA er slettet. Samtykke fra panthaver foreligger i brev datert 21.11.2011.,2011-11-22,Sletting av heftelse,9999-12-31,5105684,2013-05-08
035 B,6380,Statoil Petroleum AS overdrar sin 50 % deltakerandel i utvinningstillatelsen til Centrica Resources (Norge) AS med virkning fra 30.4.2012. Centrica Resources (Norge) AS overtar som operatør.,2012-05-04,Endring i tillatelse,9999-12-31,5105684,2013-05-08
035 C,6254,Tillatelsen er innført i Petroleumsregisteret.,2012-03-27,Ny tillatelse,2013-03-19,21559372,2013-05-08
035 C,6399,"Det norske oljeselskap ASA pantsetter sin 25 % deltakerandel i utvinningstillatelsen til fordel for DNB  Bank ASA. Andre prioritet panteobligasjon stor USD 750,000,000, skriver amerikanske dollar syvhundreogfemti millioner 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 20.4.2012 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2012-05-09,Heftelse,2013-03-19,21559372,2013-05-08
035 C,6569,"Svenska Petroleum Exploration AS pantsetter sin 25 % deltakerandel i utvinningstillatelsen til fordel for DNB Bank ASA. Første prioritet panteobligasjon stor NOK 300 000 000 pluss 10 %, skriver norske kroner tre hundre millioner pluss ti prosent 00/100. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 9.8.2012 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2012-09-11,Heftelse,2013-03-19,21559372,2013-05-08
035 C,6708,"Det norske oljeselskap ASA pantsetter sin 25 % deltakerandel i utvinningstillatelsen til fordel for DNB  Bank ASA. Første prioritet pante obligasjon pålydende NOK 3,500,000,000 pluss 10 %  skriver norske kroner tremilliarderfemhundremillioner pluss ti prosent. Pantsetter har ikke rett til å overdra eller foreta ytterligere pantsettelser av pantsatte objekt uten skriftlig samtykke fra panthaver. Olje- og energidepartementet har i brev av 14.12.2012 gitt samtykke i medhold av petroleumsloven § 6-2 første ledd. Pantsettelsen utgjør et såkalt krysspant.",2012-12-14,Heftelse,2013-03-19,21559372,2013-05-08
036,0180,"Saga: Pantobl. til Elf Norge A/S NOK 400.000.000 + 10% i Sagas andel i tillatelsen (Heimdal), registrerte innretninger, samt Sagas rettigheter etter avtaler som nevnt i petroleumslov og forskrifter.Forbud mot salg og pantsettelse.",1986-05-28,Heftelse,2013-05-08,21076,2013-05-08
036,0181,"Ugland: Pantobl. til Elf Norge A/S NOK 25.000.000 + 10 % i Uglands andel i tillatelsen (Heimdal), registrerte innretninger, samt Uglands rettigheter etter avtaler som nevnt i petroleumslov og forskrifter.Forbud mot salg og pantsettelse.",1986-05-28,Heftelse,2013-05-08,21076,2013-05-08
036,1180,Saga Petroleum ASA er innfusjonert i Norsk Hydro Produksjon AS.,2001-02-23,Endring i tillatelse,9999-12-31,21076,2013-05-08
036,1663,Elf Petroleum Norge AS har endret navn til TotalFinaElf Exploration Norge AS.,2002-01-17,Andre meldinger,9999-12-31,21076,2013-05-08
036,1706,Total Norge AS er innfusjonert i TotalFinaElf Exploration Norge AS.,2002-01-21,Endring i tillatelse,9999-12-31,21076,2013-05-08
036,1976,TotalFinaElf Exploration Norge AS har endret navn til Total E&P Norge AS.,2003-06-18,Andre meldinger,9999-12-31,21076,2013-05-08
036,2517,A/S Uglands Rederi har overdratt sin 0.322% andel i tillatelsen til Norsk Hydro Produksjon AS,2005-01-07,Endring i tillatelse,9999-12-31,21076,2013-05-08
036,3129,Norsk Hydro Produksjon AS har overført alle eiendeler (herunder alle selskapets andeler i utvinningstillatelser) til det nystiftede selskapet Norsk Hydro Petroleum AS med virkning fra 21.04.2007.,2007-10-17,Andre meldinger,9999-12-31,21076,2013-05-08
036,3271,Norsk Hydro Petroleum AS har endret navn til StatoilHydro Petroleum AS med virkning fra 01.10.2007.,2007-11-06,Andre meldinger,9999-12-31,21076,2013-05-08
036,4037,"Marathon Petroleum Norge AS har overdratt sin 46,904% eierandel i tillatelsen til Centrica Resources (Norge) AS med virkning fra 1.1.2008.",2009-01-16,Endring i tillatelse,9999-12-31,21076,2013-05-08
036,4626,StatoilHydro Petroleum AS har endret navn til Statoil Petroleum AS med virkning fra 2.11.2009.,2009-11-04,Andre meldinger,9999-12-31,21076,2013-05-08
036,6379,"Statoil Petroleum AS overdrar sin 28,853 % deltakerandel i utvinningstillatelsen til Centrica Resources (Norge) AS med virkning fra 30.4.2012. Centrica overtar som operatør.",2012-05-04,Endring i tillatelse,9999-12-31,21076,2013-05-08
036,789,Utvinningstillatelse 036 overført til nytt Petroleumsregister med endringer iht. ILGI-basen.,1997-07-24,Ny tillatelse,9999-12-31,21076,2013-05-08
036,996,"Elf Petroleum Norge AS overdrar 15% av sin 33,702% andel i utvinningstillatelsen til Norsk Hydro Produksjon AS.Fra samme dato, 1. januar 1998, er operatørskapet i tillatelsen overført til Norsk Hydro Produksjon AS. ",1998-02-23,Endring i tillatelse,2013-05-08,21076,2013-05-08
036 BS,2178,Tillatelsen er innført i Petroleumsregisteret.,2003-10-29,Ny tillatelse,9999-12-31,2473189,2013-05-08
036 BS,2518,A/S Uglands Rederi har overdratt sin 0.169% andel i tillatelsen til Norsk Hydro Produksjon AS,2005-01-07,Endring i tillatelse,9999-12-31,2473189,2013-05-08
036 BS,3106,Statoil ASA har endret navn til StatoilHydro ASA med virkning fra 01.10.2007,2007-10-06,Andre meldinger,9999-12-31,2473189,2013-05-08
036 BS,3130,Norsk Hydro Produksjon AS har overført alle eiendeler (herunder alle selskapets andeler i utvinningstillatelser) til det nystiftede selskapet Norsk Hydro Petroleum AS med virkning fra 21.04.2007.,2007-10-17,Andre meldinger,9999-12-31,2473189,2013-05-08
036 BS,3272,Norsk Hydro Petroleum AS har endret navn til StatoilHydro Petroleum AS med virkning fra 01.10.2007.,2007-11-06,Andre meldinger,9999-12-31,2473189,2013-05-08
036 BS,4038,"Marathon Petroleum Norge AS har overdratt sin 23,798 % eierandel i tillatelsen til Centrica Resources (Norge) AS med virkning fra 1.1.2008.",2009-01-16,Endring i tillatelse,9999-12-31,2473189,2013-05-08
036 BS,4165,StatoilHydro ASA har overdratt sin 20 % deltakerandel i tillatelsen til StatoilHydro Petroleum AS med virkning fra 1.1.2009.,2009-02-17,Endring i tillatelse,9999-12-31,2473189,2013-05-08
036 BS,4627,StatoilHydro Petroleum AS har endret navn til Statoil Petroleum AS med virkning fra 2.11.2009.,2009-11-04,Andre meldinger,9999-12-31,2473189,2013-05-08
036 BS,6381,Statoil Petroleum AS overdrar en 10 % deltakerandel i utvinningstillatelsen til Centrica Resources (Norge) AS med virkning fra 30.4.2012.,2012-05-04,Endring i tillatelse,9999-12-31,2473189,2013-05-08
036 C,2179,Tillatelsen er innført i Petroleumsregisteret.,2003-10-29,Ny tillatelse,9999-12-31,2473241,2013-05-08
036 C,2221,"Total E&P Norge AS har overdratt en 8,262% andel i tillatelsen til Marathon Petroleum Norge AS.",2003-12-16,Endring i tillatelse,9999-12-31,2473241,2013-05-08
036 C,2222,"Total E&P Norge AS har overdratt en 6,849% andel i tillatelsen til Det Norske Oljeselskap AS.",2003-12-16,Endring i tillatelse,9999-12-31,2473241,2013-05-08
036 C,2223,"Total E&P Norge AS har overdratt sin 9,132% andel i tillatelsen til Norske ConocoPhillips AS.",2003-12-16,Endring i tillatelse,9999-12-31,2473241,2013-05-08
036 C,2266,A/S Uglands Rederi har overdratt en 0.091 % andel i tillatelsen til Det Norske Oljeselskap AS.,2004-01-14,Endring i tillatelse,9999-12-31,2473241,2013-05-08
036 C,2267,Norsk Hydro Produksjon AS har overdratt en 8.060 % andel i tillatelsen til DNO AS.,2004-01-14,Endring i tillatelse,9999-12-31,2473241,2013-05-08
036 C,2268,A/S Uglands Rederi har overdratt en 0.121 % andel i tillatelsen til Norske ConocoPhillips AS.,2004-01-14,Endring i tillatelse,9999-12-31,2473241,2013-05-08
036 C,2269,Norsk Hydro Produksjon AS har overdratt en 10.747 % andel i tillatelsen til Norske ConocoPhillips AS.,2004-01-14,Endring i tillatelse,9999-12-31,2473241,2013-05-08
036 C,2270,Norsk Hydro Produksjon AS har overdratt operatørskapet til Marathon Petroleum Norge AS.,2004-01-27,Andre meldinger,9999-12-31,2473241,2013-05-08
